run_order,timestamp,level,algorithm,heuristic,repetition,status,cutoff_reason,solution_cost,solution_moves,solution_pushes,expanded_nodes,frontier_size_at_end,max_frontier_size,elapsed_seconds,solution,max_expanded_nodes,timeout_seconds,seed
163,2026-08-23T15:31:12-03:00,levels/experiments/level_04.txt,greedy,shortest_push_access,9,success,,96,96,40,5744,3064,3065,0.174400834,UP UP UP RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT RIGHT UP LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
164,2026-08-23T15:31:12-03:00,levels/experiments/level_02.txt,greedy,minimum_matching_manhattan,5,success,,96,96,19,756,76,77,0.006215167,LEFT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT LEFT UP UP RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
165,2026-08-23T15:31:12-03:00,levels/experiments/level_04.txt,astar,minimum_matching_manhattan,7,success,,54,54,20,45814,2599,3114,0.425299,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
166,2026-08-23T15:31:12-03:00,levels/experiments/level_03.txt,dfs,null,3,success,,51,51,14,43449,19,103,0.286624875,UP RIGHT RIGHT LEFT LEFT DOWN RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT UP UP UP LEFT DOWN RIGHT DOWN DOWN LEFT LEFT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
167,2026-08-23T15:31:13-03:00,levels/experiments/level_02.txt,greedy,shortest_push_access,6,success,,126,126,29,22399,1621,2979,0.80683725,LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT DOWN RIGHT DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP RIGHT RIGHT UP UP LEFT LEFT UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT UP DOWN DOWN DOWN RIGHT RIGHT UP UP LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
168,2026-08-23T15:31:14-03:00,levels/experiments/level_04.txt,bfs,null,10,success,,54,54,20,64687,1778,3178,0.434888208,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
169,2026-08-23T15:31:15-03:00,levels/experiments/level_02.txt,astar,shortest_push_access,6,success,,78,78,17,26823,190,1199,1.034033208,LEFT RIGHT RIGHT LEFT UP UP LEFT LEFT DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT RIGHT DOWN DOWN LEFT LEFT UP UP,1000000,25.0,0
170,2026-08-23T15:31:15-03:00,levels/experiments/level_04.txt,greedy,minimum_matching_manhattan,10,success,,64,64,18,867,136,144,0.007248,UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP,1000000,25.0,0
171,2026-08-23T15:31:16-03:00,levels/experiments/level_03.txt,greedy,shortest_push_access,2,success,,83,83,22,34565,5793,9151,0.931964875,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT RIGHT LEFT UP UP UP LEFT DOWN RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT DOWN RIGHT LEFT DOWN LEFT LEFT UP RIGHT DOWN RIGHT RIGHT UP UP LEFT UP LEFT DOWN RIGHT RIGHT DOWN DOWN LEFT UP DOWN LEFT LEFT UP RIGHT DOWN RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT RIGHT UP LEFT UP LEFT LEFT UP LEFT DOWN,1000000,25.0,0
172,2026-08-23T15:31:16-03:00,levels/experiments/level_04.txt,bfs,null,3,success,,54,54,20,64687,1778,3178,0.432457125,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
173,2026-08-23T15:31:17-03:00,levels/experiments/level_03.txt,dfs,null,8,success,,51,51,14,43449,19,103,0.291805334,UP RIGHT RIGHT LEFT LEFT DOWN RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT UP UP UP LEFT DOWN RIGHT DOWN DOWN LEFT LEFT UP RIGHT UP RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
174,2026-08-23T15:31:18-03:00,levels/experiments/level_03.txt,astar,minimum_matching_manhattan,4,success,,43,43,10,43039,210,3515,1.061738375,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
175,2026-08-23T15:31:18-03:00,levels/experiments/level_04.txt,bfs,null,5,success,,54,54,20,64687,1778,3178,0.443638625,UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT DOWN RIGHT UP RIGHT UP LEFT,1000000,25.0,0
176,2026-08-23T15:31:19-03:00,levels/experiments/level_04.txt,dfs,null,1,success,,2044,2044,386,70252,1123,1187,0.453079583,UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP RIGHT UP RIGHT UP LEFT LEFT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP UP DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP DOWN LEFT LEFT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP RIGHT UP LEFT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN UP UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT RIGHT LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN UP UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT UP UP LEFT LEFT DOWN DOWN UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN DOWN UP LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT DOWN DOWN UP UP UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT UP DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT RIGHT LEFT DOWN DOWN LEFT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP DOWN DOWN DOWN LEFT LEFT DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN RIGHT RIGHT UP UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP UP UP DOWN DOWN DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT LEFT LEFT UP LEFT UP RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP UP RIGHT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN DOWN UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN RIGHT UP UP DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT LEFT LEFT LEFT DOWN LEFT DOWN RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT DOWN DOWN LEFT LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT DOWN RIGHT RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP UP DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP UP UP LEFT UP UP RIGHT DOWN DOWN DOWN DOWN DOWN UP LEFT LEFT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN RIGHT LEFT UP UP RIGHT RIGHT RIGHT DOWN RIGHT DOWN DOWN LEFT UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT DOWN UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT DOWN UP RIGHT RIGHT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT DOWN RIGHT UP LEFT UP UP LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT DOWN DOWN RIGHT RIGHT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP UP DOWN LEFT LEFT LEFT UP UP RIGHT RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP LEFT LEFT LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT DOWN RIGHT DOWN LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN LEFT LEFT UP UP LEFT LEFT LEFT LEFT DOWN DOWN RIGHT UP DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT DOWN LEFT UP LEFT LEFT LEFT UP UP LEFT LEFT DOWN DOWN LEFT LEFT LEFT UP LEFT UP UP RIGHT DOWN,1000000,25.0,0
177,2026-08-23T15:31:19-03:00,levels/experiments/level_03.txt,bfs,null,7,success,,43,43,10,43709,71,2898,0.306027541,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
178,2026-08-23T15:31:19-03:00,levels/experiments/level_02.txt,dfs,null,1,success,,174,174,27,2101,94,95,0.012575875,LEFT LEFT UP UP UP UP LEFT LEFT DOWN LEFT DOWN LEFT DOWN DOWN RIGHT RIGHT RIGHT UP RIGHT UP UP UP RIGHT RIGHT DOWN DOWN RIGHT RIGHT UP UP RIGHT RIGHT DOWN RIGHT DOWN RIGHT DOWN DOWN LEFT LEFT LEFT LEFT LEFT LEFT UP UP UP UP LEFT LEFT DOWN DOWN DOWN LEFT DOWN DOWN RIGHT UP UP UP UP DOWN DOWN DOWN LEFT LEFT LEFT LEFT UP UP RIGHT UP RIGHT UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP UP DOWN DOWN DOWN DOWN DOWN RIGHT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN RIGHT DOWN DOWN LEFT UP UP UP UP DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT RIGHT DOWN DOWN DOWN DOWN RIGHT RIGHT RIGHT RIGHT UP UP LEFT UP LEFT UP LEFT LEFT LEFT LEFT DOWN DOWN DOWN DOWN LEFT LEFT UP UP UP UP RIGHT LEFT DOWN DOWN DOWN DOWN RIGHT RIGHT UP UP UP UP,1000000,25.0,0
179,2026-08-23T15:31:21-03:00,levels/experiments/level_03.txt,astar,minimum_matching_manhattan,8,success,,43,43,10,43039,210,3515,1.070134583,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT RIGHT RIGHT DOWN DOWN LEFT LEFT LEFT UP LEFT LEFT DOWN RIGHT RIGHT UP LEFT UP UP RIGHT DOWN RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT UP LEFT DOWN,1000000,25.0,0
180,2026-08-23T15:31:22-03:00,levels/experiments/level_03.txt,greedy,shortest_push_access,9,success,,83,83,22,34565,5793,9151,0.935638042,RIGHT DOWN RIGHT RIGHT RIGHT UP UP LEFT LEFT LEFT DOWN LEFT LEFT DOWN RIGHT RIGHT RIGHT LEFT UP UP UP LEFT DOWN RIGHT RIGHT RIGHT RIGHT DOWN DOWN LEFT UP RIGHT UP LEFT LEFT LEFT DOWN RIGHT LEFT DOWN LEFT LEFT UP RIGHT DOWN RIGHT RIGHT UP UP LEFT UP LEFT DOWN RIGHT RIGHT DOWN DOWN LEFT UP DOWN LEFT LEFT UP RIGHT DOWN RIGHT RIGHT UP UP RIGHT RIGHT DOWN DOWN LEFT RIGHT UP LEFT UP LEFT LEFT UP LEFT DOWN,1000000,25.0,0
